"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus jocu","","Lutjanus jocu","(Bloch e Schneider, 1801)","Dentão","Peixes Marinhos (ósseos)","11/2018","Quase Ameaçada","","","Lutjanus jocu é uma espécie de grande porte que ocorre no Atlântico ocidental, de Massachusetts ao sul do Brasil. No litoral brasileiro possui registros do Amapá a Santa Catarina, incluindo montes e ilhas oceânicas. A principal ameaça é a pesca comercial e amadora. A pressão pesqueira aumentou com o incremento de novos petrechos em sua captura, além da tradicional linha de mão, observada pelo aumento de 5,2% das capturas totais no âmbito nacional entre 2008 e 2011, aumentos nas capturas também foram observados no Piauí, Rio Grande do Norte e em Pernambuco entre 1978 e 2006. Entretanto, o estoque de L. jocu da região Nordeste foi reportado como esgotado ou totalmente explorado com base em dados de 1996 a 2000, além disso reduções nas capturas foram observadas no Maranhão, Ceará, Paraíba, Sergipe, Bahia e no Espírito Santo entre 2000 e 2012. Apesar de se tratar de uma espécie comum ao longo de sua distribuição, considerando o aumento nas capturas nacionais, o estado atual de esgotamento ou de exploração total do estoque Nordeste, a ausência de planos de gestão e o aumento da pesca dirigida, com a incerteza dos dados apresentados L. jocu poderia ser igualmente categorizada como Menos Preocupante (LC) ou Vulnerável (VU) em uma janela no passado e no futuro de três tempos geracionais (de 1996 a 2044, 48 anos) pelo critério A4cd. Desta forma, L. jocu foi categorizada como Quase Ameaçada (NT).","Não","Não","Alagoas, Amapá, Bahia, Ceará, Espírito Santo, Maranhão, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Santa Catarina, São Paulo, Sergipe","|Nordeste|Norte|Sudeste|Sul|","Sistema Costeiro-Marinho","","APA Costa das Algas, ESEC Tamoios, ESEC Tupinambás, MONA do Arquipelago Sao Pedro e Sao Paulo, PARNA Marinho das Ilhas dos Currais, PARNA Marinho de Fernando de Noronha, PARNA Marinho dos Abrolhos, REBIO Atol das Rocas, RESEX Arraial do Cabo, RESEX do Corumbau, RESEX Mãe Grande de Curuçá, RESEX Marinha de Caeté-Taperaçu, RESEX Viriandeua, REVIS Arquipélago de Alcatrazes","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS","","Não","Desconhecida","5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos","1 - Alimentação humana
1.7 - Pesca artesanal","Criação de áreas protegidas, Manejo/ordenamento de caça/pesca, Proteção de locais/áreas","","","","0 , 64"
"Animalia","Chordata","Mammalia","Carnivora","Canidae","Lycalopex","Lycalopex vetulus","","Lycalopex vetulus","(Lund, 1842)","raposa-do-campo, raposinha, raposinha-do-campo","Mamíferos","11/2018","Quase Ameaçada","","A2cd+3cd","A raposa-do-campo, Lycalopex vetulus, é endêmica do Cerrado brasileiro, um bioma de savana sob severa pressão antropogênica e com menos de 20% de sua área original intacta. O número estimado de indivíduos maduros da espécie varia de 9.840 a 19.200. Com base nas informações apresentadas com dados observados no passado, estima-se que nos últimos 12 anos (três gerações) houve um declínio maior que 10% da população. Os efeitos conjuntos da perda contínua de habitat, atropelamentos, mortes por cães domésticos, doenças, retaliação à suspeita de predação de aves domésticas e alta mortalidade de filhotes/juvenis, especialmente em regiões não protegidas, indicam que esse declínio populacional deve ser maior que o estimado. Por aproximar-se da categoria Vulnerável (VU) pelo critério C1, L. vetulus foi categorizada como Quase Ameaçada (NT).","Sim","Sim","Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Minas Gerais, Piauí, Rondônia, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Jaguaribe
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Parnaíba Médio
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Xingu","APA Bacia do Rio Descoberto, APA Carste da Lagoa Santa, APA Chapada do Araripe, APA do Morro da Pedreira, APA Planalto Central, ESEC da Serra das Araras, FLONA de Brasília, PARNA da Chapada das Mesas, PARNA da Chapada dos Guimarães, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA da Serra do Cipó, PARNA da Serra do Gandarela, PARNA das Sempre-Vivas, PARNA de Brasília, PARNA Grande Sertão Veredas","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO, ESTAçãO ECOLóGICA DE SANTA BáRBARA, ESTAçãO ECOLóGICA DO RIO RONURO, ESTAÇÃO ECOLÓGICA JATAÍ, MONUMENTO NATURAL ESTADUAL DE SANTO ANTÔNIO, PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS, PARQUE ESTADUAL PAU FURADO, PARQUE ESTADUAL SERRA AZUL","Reserva Natural do Tombador, RPPN - Reserva Ecológica do Panga","Não","Declinando","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.1 - Agricultura de rotação
2 - Agropecuária e Aquacultura
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
4.2 - Atropelamentos
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
8 - Espécies invasoras
problemáticas e doenças
8.2 - Espécies domésticas
8 - Espécies invasoras
problemáticas e doenças
8.5 - Doenças provocadas por vírus ou príons
8.5.2 - Espécie conhecida (Doença)","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Canídeos","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Mollusca","Gastropoda","Pulmonata","Lymnaeidae","Lymnaea","Lymnaea rupestris","","Lymnaea rupestris","Paraense, 1982","Caramujo de água doce","Invertebrados Terrestres","03/2023","Quase Ameaçada","","D2","Lymnaea rupestris é endêmica do Brasil, sendo conhecida apenas na localidade-tipo, Nova Teutônia, município de Seara, estado de Santa Catarina. Trata-se de um animal de pequeno porte e difícil detecção, que é restrito a ambientes de rochedos muito úmidos, próximos a quedas d’água, sendo altamente adaptado a esse microhabitat. Essa especificidade de habitat torna a espécie mais suscetível a ameaças. É uma espécie típica de ambientes de corredeira e pode sofrer impacto em função de alterações no ambiente (passagem de lótico para lêntico) devido a instalação principalmente de barragens na região. Além disso, a região possui atividades relacionadas ao turismo recreativo na localidade onde ocorre. Considerando a Extensão de Ocorrência de 635 km2 e que há declínio na qualidade do habitat, por se aproximar da categoria Em Perigo pelo critério B1 b(iii), L. rupestris foi categorizada como Quase Ameaçada (NT).","Sim","Sim","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Uruguai Alto","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água","","","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Trichoptera","Odontoceridae","Marilia","Marilia maxakali","","","Bonfá-Neto, Salles & Vilarino, 2023","","","05/2025","Quase Ameaçada","","","Marilia maxakali é endêmica do Brasil, com registro apenas na localidade-tipo em Ponte Nova, Minas Gerais, em 2022. Desde então, não foi mais amostrada, a despeito de esforços de coleta na região entre 2022 e 2024. A região está bem impactada pela agricultura e mineração, e os rios são afetados por agrotóxicos, perda de vegetação ripária e consequente assoreamento. Nesse contexto, a Extensão de Ocorrência (EOO) calculada em 10.778 km² e o declínio continuado da qualidade do habitat em função dos impactos mencionados quase qualificam a espécie como Vulnerável (VU) pelo critério B1b(iii). Portanto, M. maxakali foi categorizada como Quase Ameaçada (NT).","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce","","","","","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Trichoptera","Odontoceridae","Marilia","Marilia muelleri","","","Camargos, Pes & Hamada, 2020","","","05/2025","Quase Ameaçada","","","Marilia muelleri é endêmica do Brasil, com registro apenas em Água Doce, Santa Catarina, no ano de 2011. Desde então, não houve esforços de amostragem na região. Os principais impactos resultam da intensa atividade agropecuária e os rios são afetados por agrotóxicos, perda de vegetação ripária e consequente assoreamento. Nesse contexto, a Extensão de Ocorrência (EOO) calculada em 5.300 km² e o declínio continuado da qualidade do habitat em função dos impactos mencionados quase qualificam a espécie como Vulnerável (VU) pelo critério B1b(iii). Portanto, M. muelleri foi categorizada como Quase Ameaçada (NT).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Uruguai Alto","","","","","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades","","","","","",""
"Animalia","Chordata","Mammalia","Cetartiodactyla","Cervidae","Mazama","Mazama jucunda","","Mazama bororo","Thomas, 1913","Veado-bororó de São Paulo, Veado-mateiro-pequeno, Veado-vermelho","Mamíferos","02/2018","Quase Ameaçada","","","Mazama jucunda é uma espécie endêmica do Brasil, limitada à ecorregião das florestas costeiras da Serra do Mar. As principais ameaças a essa espécie são a degradação dos habitats dentro e fora de UCs, a caça, as interações com espécies exóticas invasoras e domésticas, especialmente cães. A extensão de ocorrência calculada para espécie foi de 19.662 km2 (B1) e existe um declínio continuado na qualidade do habitat (b(iii)). Além disso, estima-se entre 10.000 e 15.000 indivíduos maduros (C), todos em uma única população (C2a(ii)). Essas condições quase qualificam a espécie como Vulnerável (VU). Portanto, M. jucunda foi categorizada como Quase Ameaçada (NT).","Sim","Sim","Paraná, Santa Catarina, São Paulo","|Sudeste|Sul|","Mata Atlântica","Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paranapanema","APA Guaraqueçaba, PARNA da Serra do Itajaí, PARNA Guaricana, PARNA Saint-Hilaire/Lange","APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA SERRA DO TABULEIRO","","Não","Declinando","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
4 - Transportes e serviços de transmissão
4.2 - Atropelamentos
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.1 - Uso de subsistência/escambo local
5 - Uso de recursos biológicos
5.2 - Coleta de plantas terrestres
5.2.4 - Motivação desconhecida
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8.1.1 - Espécie conhecida
8.1.1.2 - Predadores
8 - Espécies invasoras
problemáticas e doenças
8.2 - Espécies domésticas","1 - Alimentação humana
4 - Caça/pesca esportiva","Educação e comunicação, Manejo de locais/áreas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Cervídeos Ameaçados de Extinção, Plano de Ação Nacional para a Conservação dos Mamíferos da Mata Atlântica Central, Plano de Ação Nacional para a Conservação dos Ungulados","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014","",""
"Animalia","Chordata","Actinopterygii","Gymnotiformes","Apteronotidae","Megadontognathus","Megadontognathus kaitukaensis","","Megadontognathus kaitukaensis","Campos-da-Paz, 1999","","Peixes Continentais","05/2018","Quase Ameaçada","","","Megadontognathus kaitukaensis é uma espécie reofílica, endêmica do Brasil, e conhecida das corredeiras de Kaituká (localidade-tipo), no município de Altamira, bacia do rio Xingu, corredeiras na vila Pimental no rio Tapajós, estado do Pará, e corredeiras de Sete Quedas, no rio Teles Pires, estado de Mato Grosso. Ocorre apenas em trechos com substrato rochoso e correnteza forte, onde vive sob lajes de pedra em locais de difícil acesso e amostragem. A área de ocupação foi estimada em aproximadamente 2.600 km2, considerando os trechos contínuos de provável ocorrência da espécie nos rios citados. A construção de hidrelétricas constitui a principal ameaça a sua população, e foram consideradas 8 localizações: a região da localidade-tipo caracteriza uma localização, por estar na região de influência direta da usina hidrelétrica (UHE) Belo Monte, e sete localizações na bacia do rio Tapajós (UHEs São Manoel e Teles Pires, em operação, e UHEs Jatobá, Cachoeira do Caí, São Luiz do Tapajós, Jamanxim e Cachoeira dos Patos, planejadas). Portanto, Megadontognathus kaitukaensis foi categorizada como Quase Ameaçada (NT) por se aproximar da categoria Vulnerável (VU) pelos critérios B2ab(iii).","Sim","Sim","Mato Grosso, Pará","|Centro-Oeste|Norte|","Amazônia","Sub-bacia Xingu","","","","Não","Desconhecida","3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes Amazônicos","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014","",""
"Animalia","Mollusca","Gastropoda","Stylommatophora","Strophocheilidae","Megalobulimus","Megalobulimus riopretensis","","Megalobulimus riopretensis","Simone & Leme","","Invertebrados Terrestres","03/2023","Quase Ameaçada","","","Megalobulimus riopretensis é endêmica do Brasil, com registro para a localidade-tipo, São José do Rio Preto, São Paulo e Paraná. A última coleta foi realizada em 2005. Por ser uma espécie de baixa mobilidade e dispersão, assume-se que esteja restrita aos remanescentes, com Área de Ocupação potencial em 2.224 km². A população encontra-se severamente fragmentada devido à intensa exploração da mata atlântica, que atualmente está restrita a pequenos fragmentos, principalmente devido à produção agropecuária e extração madeireira intensiva. Além disso, é um gênero facilmente confundido com a espécie exótica Achatina fulica, capaz de transmitir doenças, podendo desta forma, ser alvo de coleta e abate pela população. Outras ameaças relevantes são a poluição e o aumento da incidência de fogo. Considerando que as ameaças identificadas contribuem para o declínio continuado da área de ocupação e perda da qualidade do habitat e por se aproximar da categoria VU B2ab(iii), M. riopretensis foi categorizada como Quase Ameaçada (NT).","Sim","Não","Paraná, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica","Sub-bacia Litoral SP PR SC
Sub-bacia Paranapanema
Sub-bacia Paraná RH1","APA Guaraqueçaba","","","Não","Desconhecida","7 - Modificações nos sistemas naturais
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas","","Educação e comunicação","","","489",""
"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Megaxenops","Megaxenops parnaguae","","Megaxenops parnaguae","Reiser, 1905","bico-virado-da-caatinga","Aves","10/2024","Quase Ameaçada","","","Megaxenops parnaguae é endêmica do Brasil, ocorre do sudeste ao sul do Piauí, leste e sul do Ceará, oeste de Pernambuco, grande parte da Bahia até o norte de Minas Gerais. Apesar da sua ampla distribuição e tamanho populacional aparentemente estável, projeções climáticas incluindo passado e futuro num período de 10 anos (2020–2030), estimam uma redução de 28% do habitat adequado (clima e remanescentes florestais), que acarretam em igual percentual de redução populacional da espécie. Aproximando-se de Vulnerável pelo critério A4c. Desta forma, M. parnaguae foi categorizada como Quase Ameaçada (NT).","Sim","Não","Bahia, Ceará, Minas Gerais, Pernambuco, Piauí","|Nordeste|Sudeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Jequitinhonha
Sub-bacia Litoral CE PI
Sub-bacia Litoral SE
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Médio
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio","APA Cavernas do Peruaçu, APA Chapada do Araripe, APA do Boqueirao da Onça, ESEC Raso da Catarina, FLONA Contendas do Sincorá, FLONA do Araripe-Apodi, PARNA Cavernas do Peruaçu, PARNA da Serra da Capivara, PARNA da Serra das Confusões, REBIO de Serra Negra","ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PRETO, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, PARQUE ESTADUAL DO MORRO DO CHAPÉU","RPPN Adília Paraguassu Batista, RPPN Arajara Park, RPPN Córrego dos bois, RPPN Fazenda Olho D'Água do Urucu","Não","Estável","11 - Mudanças e extremos climáticos
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
5 - Uso de recursos biológicos
5.3 - Extração florestal","","Criação de áreas protegidas, Expansão de áreas protegidas","","","200 , 1100",""
"Animalia","Chordata","Aves","Passeriformes","Melanopareiidae","Melanopareia","Melanopareia bitorquata","","","(d'Orbigny & Lafresnaye, 1837)","meia-lua-de-coleira-dupla","Aves","10/2018","Quase Ameaçada","","","Melanopareia bitorquata ocorre na Bolívia e, no Brasil, na borda oeste do Mato Grosso, em formações campestres do Cerrado. A área de ocupação (AOO) menor que 2.000 km&sup2; e o declínio na qualidade do habitat em função da degradação do ambiente pela expansão da atividade agrícola e ocorrência de incêndios aproximam a espécie de Vulnerável (VU) pelo critério B2b(iii). Entretanto, a população não está severamente fragmentada. Dessa forma, M. bitorquata foi categorizada como Quase Ameaçada (NT).","Não","Não","Mato Grosso","|Centro-Oeste|","Amazônia","Sub-bacia Madeira","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus sanmartini","","Melanophryniscus sanmartini","Klappenbach, 1968","Sapinho-da-barriga-vermelha","Anfíbios","11/2018","Quase Ameaçada","","","Melanophryniscus sanmartini ocorre no Uruguai e no Brasil, onde foi registrada na região de Pedras Altas, Pinheiro Machado e Santana no Livramento, no estado do Rio Grande do Sul. Sua extensão de ocorrência no país foi calculada em 10.111 km2. No Uruguai, a espécie tem sido encontrada em ambientes alterados, porém, no Brasil, ocorre apenas em áreas abertas de campos nativos. A região onde ocorre tem sido frequentemente amostrada, mas não tem havido registros da espécie em outras localidades. Nos últimos anos, seu ambiente tem sido substituído por áreas destinadas a silvicultura, pecuária, agricultura, especialmente soja, e parques eólicos, causando minimamente declínio da qualidade do hábitat da espécie. No entanto, não há informações suficientes para saber como essas alterações ambientais estão interferindo na tendência populacional, ou mesmo para inferir que a população da espécie esteja severamente fragmentada. Por esses motivos, Melanophryniscus sanmartini aproxima-se de Vulnerável (VU) pelo critério B1b(iii) e, por isso, foi avaliada como Quase Ameaçada (NT).","Não","Não","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Ibicuí","APA Ibirapuitã","","","Não","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.3 - Plantações em escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.2 - Parques eólicos","","Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus spectabilis","","Melanophryniscus spectabilis","Caramaschi & Cruz, 2002","Sapinho-da-barriga-colorida","Anfíbios","09/2018","Quase Ameaçada","","","Melanophryniscus spectabilis é endêmica do Brasil, do bioma Mata Atlântica, com registros para os estados de Santa Catarina e Paraná. Sua extensão de ocorrência calculada é de 3.158km2. Na região onde ocorre há diversas Pequenas Centrais Hidrelétricas (PCH), sendo que alguns reservatório alagaram localidades de registro da espécie. O declínio continuado da área e da qualidade do seu habitat ocorre também devido ao plantio de espécies lenhosas exóticas e expansão urbana. Contudo, a tendência populacional é desconhecida e não há informação de haja fragmentação severa da população. Sendo assim, Melanophryniscus spectabilis aproxima-se de Em Perigo (EN) pelo critério B1b(iii) e, por isso, foi avaliada como Quase Ameaçada (NT).","Sim","Não","Paraná, Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Iguaçu
Sub-bacia Uruguai Alto","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.3 - Plantações em escala desconhecida
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus xanthostomus","","","Baldo, Bornschein, Pie, Ribeiro, Firkowski & Morato, 2015","","Anfíbios","09/2018","Quase Ameaçada","","","Melanophryniscus xanthostomus é endêmica do Brasil, com distribuição conhecida para a região da Serra do Quiriri, na Mata Atlântica do norte do estado de Santa Catarina, em altitudes entre 565 e 1.275 metros. Sua extensão de ocorrência foi estimada em 80 km2. A espécie é bromelígena, dependendo de bromélias para reprodução. A vegetação natural na Serra do Quiriri encontra-se bastante alterada em decorrência de incêndios, especulação imobiliária, extração de palmito e mineração de caulim, atividades que provocam declínio contínuo da qualidade do seu hábitat. No entanto, não há informações suficientes para supor que a população da espécie esteja severamente fragmentada. Assim, Melanophryniscus xanthostomus aproxima-se de Criticamente em Perigo (CR) pelo critério B1b(iii) e, por isso, foi avaliada como Quase Ameaçada (NT).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Iguaçu
Sub-bacia Litoral SP PR SC","","ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.3 - Efeitos indiretos - subsistência/pequena escala
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus crixas","","Melanorivulus crixas","(Costa, 2007)","annual-fish, killifish, Peixe anual","Peixes Continentais","05/2022","Quase Ameaçada","","","Melanorivulus crixas é endêmica do Brasil e conhecida apenas da localidade-tipo, um córrego da sub-bacia do rio Crixás Mirim, drenagem do rio Crixás Açu, afluente do rio Araguaia, estado de Goiás. A localidade-tipo está inserida em zona ripária florestada e há ambientes similares remanescentes nessa sub-bacia. A Área de Ocupação (AOO) foi calculada em 144 km2 e a Extensão de Ocorrência (EOO) em 1.245 km2. A região do entorno vem sendo intensamente ocupada por agricultura e pecuária, com redução progressiva da vegetação ripária, causando o declínio continuado da qualidade do habitat. Não há informações que permitam avaliar a ocorrência de fragmentação populacional ou número de localizações. Com base nessa situação, M. crixas se aproxima da categoria Em Perigo (EN) pelos critérios B1b(iii)+2b(iii) e foi categorizada como Quase Ameaçada (NT).","Sim","Sim","Goiás","|Centro-Oeste|","Cerrado","Sub-bacia Araguaia","","","","Não","Declinando","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus dapazi","","Melanorivulus dapazi","(Costa, 2005)","Peixe das nuvens, Peixe não-anual","Peixes Continentais","08/2021","Quase Ameaçada","","","Melanorivulus dapazi é endêmica do Brasil e ocorre na porção alta da drenagem do rio Correntes, município de Sonora, bacia do rio Paraguai, estado do Mato Grosso do Sul. É conhecida por três localidades na margem esquerda do rio Correntes. Duas dessas localidades foram registradas em 2020, em brejos formados pela área de alagamento do reservatório da UHE Ponte de Pedra. A região é circundada por plantações de soja e milho, imersa em uma matriz totalmente agrícola, que pode representar uma ameaça direta à espécie. A EOO calculada pela área do polígono da microbacia é de 1.155 km² e a AOO é de 12 km². Há o declínio continuado da qualidade do hábitat, mas não há informações sobre fragmentação severa da população ou número de localizações. Por se aproximar da categoria Em Perigo (EN) pelos critérios B1ab(iii)+2ab(iii), Melanorivulus dapazi foi categorizada como Quase Ameaçada (NT).","Sim","Não","Mato Grosso do Sul","|Centro-Oeste|","Cerrado","","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção - 2º ciclo","","",""
